ID,번호,유형,공고명,지역,게시일,마감일,상태,조회수,URL
LH_lease_1040,2074,행복주택(신혼희망),"[정정공고]과천지식정보타운 S-7, S-8 신혼희망타운 행복주택 예비입주자 모집",경기도,2025.07.09,2025.07.22,접수마감,67576,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018404&ccrCnntSysDsCd=03&uppAisTpCd=39&aisTpCd=42
LH_lease_1047,2091,행복주택,평택시 지역 행복주택 입주자격완화 예비입주자모집(25.7.10),경기도,2025.07.10,2025.07.24,접수마감,24909,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018399&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_1061,2123,행복주택,[정정공고]평택시 지역 행복주택 입주자격완화 예비입주자모집(25.7.10),경기도,2025.07.15,2025.07.24,접수마감,31150,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018463&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_1113,2183,행복주택,"서울삼전, 잠실, LH수서1, LH수서2, 강동천호 행복주택 예비입주자 모집공고",서울특별시,2025.07.16,2025.07.29,접수마감,321433,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018470&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_1116,2188,공공임대,서울신림1단지 50년 공공임대 예비입주자 모집,서울특별시,2025.07.17,2025.07.30,접수마감,36902,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018455&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=08
LH_lease_1119,2196,공공임대,[정정공고][정정공고]서울신림1단지 50년 공공임대 예비입주자 모집,서울특별시,2025.07.17,2025.07.30,접수마감,97972,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018490&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=08
LH_lease_1127,2207,매입임대,[청년신혼부부매입임대리츠] 경기남부지역 입주자 모집,경기도,2025.07.21,2025.08.07,접수마감,128731,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018491&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_1135,2215,매입임대,[청년신혼부부매입임대리츠] 경기북부지역 입주자 모집,경기도,2025.07.21,2025.08.07,접수마감,79473,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018502&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_1136,2216,매입임대,[청년신혼부부매입임대리츠] 서울지역 입주자 모집,서울특별시,2025.07.21,2025.08.07,접수마감,170613,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018497&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_1149,2247,국민임대,[정정공고]광명시 국민임대주택 예비입주자 모집(2025.07.07),경기도,2025.07.23,2025.07.24,접수마감,15855,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018520&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_1162,2272,행복주택(신혼희망),화성시 신혼희망타운 행복주택 입주자격완화 예비입주자 모집,경기도,2025.07.28,2025.08.13,접수마감,60440,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018473&ccrCnntSysDsCd=03&uppAisTpCd=39&aisTpCd=42
LH_lease_1168,2288,국민임대,양주시 국민임대 선착순 동호지정 상시모집 공고,경기도,2025.07.30,2025.08.22,접수마감,77618,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018537&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_1169,2291,6년 공공임대주택,화성동탄2 C-14블록 6년 분양전환공공임대주택 입주자모집공고,경기도,2025.07.31,2025.08.19,접수마감,179336,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060923&ccrCnntSysDsCd=02&uppAisTpCd=06&aisTpCd=52
LH_lease_1172,2294,행복주택,화성발안 A-1블록 행복주택 입주자격완화 예비입주자 모집,경기도,2025.07.31,2025.08.13,접수마감,33983,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018500&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_1173,2295,공공임대,성남지역 5년/10년 공공임대주택 예비입주자 모집 공고(2025.07.31),경기도,2025.07.31,2025.08.11,접수마감,110748,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060924&ccrCnntSysDsCd=02&uppAisTpCd=06&aisTpCd=08
LH_lease_1174,2296,행복주택(신혼희망),시흥시 신혼희망타운 행복주택 예비입주자 모집,경기도,2025.07.31,2025.08.13,접수마감,12719,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018550&ccrCnntSysDsCd=03&uppAisTpCd=39&aisTpCd=42
LH_lease_1175,2298,행복주택,화성동탄지구내 행복주택(773호) 입주자격완화 대기자 모집공고,경기도,2025.07.31,2025.08.13,접수마감,49344,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018534&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_1176,2299,행복주택,시흥시 행복주택 예비입주자 모집(2025.07.31),경기도,2025.07.31,2025.08.13,접수마감,20601,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018549&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_1178,2310,행복주택,[정정공고]시흥시 행복주택 예비입주자 모집(2025.07.31),경기도,2025.08.01,2025.08.13,접수마감,65980,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018553&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_1179,2311,행복주택(신혼희망),[정정공고]시흥시 신혼희망타운 행복주택 예비입주자 모집,경기도,2025.08.01,2025.08.13,접수마감,36937,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018552&ccrCnntSysDsCd=03&uppAisTpCd=39&aisTpCd=42
LH_lease_1182,2318,행복주택,병점복합타운 A1블록 행복주택 입주자격완화 예비입주자 모집,경기도,2025.08.01,2025.08.13,접수마감,90688,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018544&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_1185,2326,영구임대,파주운정3 A37BL(물향기1) 영구임대주택 입주자격완화 예비입주자 모집('25.8.4),경기도,2025.08.04,2025.08.20,접수마감,42544,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018556&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_1200,2355,행복주택,[정정공고]화성동탄지구내 행복주택(773호) 입주자격완화 대기자 모집공고,경기도,2025.08.08,2025.08.13,접수마감,72136,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018562&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_1210,2367,영구임대,평택시 지역 영구임대주택 예비입주자 모집(2025.08.11),경기도,2025.08.11,2025.08.29,접수마감,12605,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018567&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_1211,2368,공공임대,파주운정A20BL(산내2) 10년 공공임대주택리츠 예비입주자모집(무순위),경기도,2025.08.11,2025.08.26,접수마감,50696,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060941&ccrCnntSysDsCd=02&uppAisTpCd=06&aisTpCd=08
LH_lease_1212,2369,공공임대,파주운정A4BL(별하람3) 10년 공공임대주택리츠 예비입주자 모집(무순위),경기도,2025.08.11,2025.08.26,접수마감,50500,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060940&ccrCnntSysDsCd=02&uppAisTpCd=06&aisTpCd=08
LH_lease_1213,2370,공공임대,파주운정A12BL(해오름12) 10년 공공임대주택리츠 예비입주자모집(무순위),경기도,2025.08.11,2025.08.26,접수마감,46835,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060942&ccrCnntSysDsCd=02&uppAisTpCd=06&aisTpCd=08
LH_lease_1214,2371,영구임대,[정정공고]평택시 지역 영구임대주택 예비입주자 모집(2025.08.11),경기도,2025.08.12,2025.08.29,접수마감,11685,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018589&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_1228,2388,영구임대,[정정공고]평택시 지역 영구임대주택 예비입주자 모집(2025.08.11),경기도,2025.08.14,2025.08.29,접수마감,30325,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018595&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_1229,2392,공공임대,의정부지역 10년 공공임대주택 예비입주자모집 공고(무순위),경기도,2025.08.18,2025.08.28,접수마감,72857,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060894&ccrCnntSysDsCd=02&uppAisTpCd=06&aisTpCd=08
LH_lease_1233,2400,매입임대,[수원시]수원시 역세권 새빛 청년존(Zone) 3호 예비입주자 모집공고,경기도,2025.08.20,2025.09.05,접수마감,73687,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018604&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_1240,2416,행복주택,김포시 행복주택 입주자격완화 예비입주자 모집(2025.08.21.),경기도,2025.08.21,2025.09.05,접수마감,82426,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018616&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_1241,2417,행복주택(신혼희망),남양주별내A25BL(퍼스트포레)신혼희망타운 행복주택 예비입주자모집(25.08.21),경기도,2025.08.21,2025.09.04,접수마감,21798,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018615&ccrCnntSysDsCd=03&uppAisTpCd=39&aisTpCd=42
LH_lease_1242,2418,행복주택,남양주시 행복주택 예비입주자모집(25.8.21공고),경기도,2025.08.21,2025.09.04,접수마감,27060,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018617&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_1243,2419,행복주택,남양주장현 2BL 행복주택 예비입주자 모집공고(자격완화)(25.08.21공고),경기도,2025.08.21,2025.09.04,접수마감,28052,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018614&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_1244,2420,행복주택,서울휘경 행복주택 예비입주자 모집공고,서울특별시,2025.08.21,2025.09.04,접수마감,84665,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018607&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_1245,2421,행복주택,서울금천 행복주택(산업단지형) 예비입주자 모집공고,서울특별시,2025.08.21,2025.09.03,접수마감,47261,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018605&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_1247,2424,행복주택,서울번동3 행복주택 예비입주자 모집,서울특별시,2025.08.22,2025.09.05,접수마감,45155,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018599&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_1248,2425,행복주택,파주운정3 A47BL 행복주택 입주자격완화 추가 및 예비 입주자 모집공고,경기도,2025.08.22,2025.09.04,접수마감,77151,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018575&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_1251,2428,행복주택,[정정공고]서울번동3 행복주택 예비입주자 모집(정정공고),서울특별시,2025.08.25,2025.09.05,접수마감,86047,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018624&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_1252,2430,행복주택,[정정공고]남양주시 행복주택 예비입주자모집(25.8.21공고),경기도,2025.08.25,2025.09.04,접수마감,51756,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018628&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_1253,2432,행복주택(신혼희망),[정정공고]남양주별내A25BL(퍼스트포레)신혼희망타운 행복주택 예비입주자모집(25.08.21),경기도,2025.08.25,2025.09.04,접수마감,38015,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018627&ccrCnntSysDsCd=03&uppAisTpCd=39&aisTpCd=42
LH_lease_1256,2437,행복주택,[정정공고]서울금천 행복주택(산업단지형) 예비입주자 모집공고,서울특별시,2025.08.26,2025.09.03,접수마감,74862,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018636&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_1257,2439,공공임대,문산당동1단지 50년 공공임대 예비입주자 모집공고,경기도,2025.08.27,2025.09.11,접수마감,6474,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018621&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=08
LH_lease_1259,2442,공공임대,[정정공고]문산당동1단지 50년 공공임대 예비입주자 모집공고,경기도,2025.08.27,2025.09.11,접수마감,17927,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018641&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=08
LH_lease_1262,2445,매입임대,[경기남부] 25년 3차 청년 매입임대주택 예비입주자 모집공고,경기도,2025.08.28,2025.09.10,접수마감,82138,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018645&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_1263,2446,매입임대,[경기남부] 25년 3차 신혼·신생아 매입임대주택Ⅰ 예비입주자 모집공고,경기도,2025.08.28,2025.09.10,접수마감,52595,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018642&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_1264,2447,매입임대,[경기남부] 25년 3차 신혼·신생아 매입임대주택Ⅱ(전세형) 예비입주자 모집공고,경기도,2025.08.28,2025.09.10,접수마감,46138,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018644&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_1267,2461,공공임대,군포지역 10년 공공임대 예비입주자 모집 공고(2025.08.29),경기도,2025.08.29,2025.09.09,접수마감,58032,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060958&ccrCnntSysDsCd=02&uppAisTpCd=06&aisTpCd=08
LH_lease_1270,2466,국민임대,안성금화 국민임대주택 입주자격완화 예비입주자 모집공고(2025.8.29),경기도,2025.08.29,2025.09.17,접수마감,24239,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018626&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_1279,2485,매입임대,[정정공고][경기남부] 25년 3차 청년 매입임대주택 예비입주자 모집공고,경기도,2025.09.04,2025.09.10,접수마감,100223,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018675&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_1280,2486,매입임대,[정정공고][경기남부] 25년 3차 신혼·신생아 매입임대주택Ⅱ(전세형) 예비입주자 모집공고,경기도,2025.09.04,2025.09.10,접수마감,61318,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018678&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_1283,2490,집주인임대,[경기 하남시] 집주인 임대주택 입주자 선착순 수시모집 공고,경기도,2025.09.04,2025.09.11,접수마감,12073,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018586&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=37
LH_lease_1284,2491,집주인임대,[정정공고][경기 하남시] 집주인 임대주택 입주자 선착순 수시모집 공고,경기도,2025.09.04,2025.09.11,접수마감,16142,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018702&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=37
LH_lease_1286,2498,공공임대,공임50년 가평읍내 예비입주자 모집공고문,경기도,2025.09.05,2025.09.17,접수마감,8781,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018625&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=08
LH_lease_1289,2501,국민임대,문산당동3단지 국민임대주택 예비입주자 모집,경기도,2025.09.05,2025.09.25,접수마감,12675,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018695&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_1290,2502,국민임대,김포지역 국민임대주택 예비입주자 모집 공고,경기도,2025.09.05,2025.09.26,접수마감,15728,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018683&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_1291,2503,국민임대,[정정공고]김포지역 국민임대주택 예비입주자 모집 공고,경기도,2025.09.05,2025.09.26,접수마감,37505,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018700&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_1292,2505,국민임대,김포시 국민임대주택 예비입주자 모집[선계약후검증],경기도,2025.09.05,2025.09.24,접수마감,61616,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018659&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_1294,2507,국민임대,군포·안산·의왕지역 국민임대주택 예비입주자 모집(2025.09.05),경기도,2025.09.05,2025.09.22,접수마감,86204,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018679&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_1295,2508,국민임대,화성태안8 국민임대주택 예비입주자모집(59형),경기도,2025.09.05,2025.09.24,접수마감,42822,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018680&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_1297,2511,국민임대,광명시 국민임대주택 예비입주자 모집(2025.09.05),경기도,2025.09.05,2025.09.23,접수마감,87685,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018666&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_1300,2515,국민임대,도봉주공1단지 국민임대주택 예비입주자 모집 공고,서울특별시,2025.09.05,2025.09.16,접수마감,62964,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018684&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_1301,2516,국민임대,파주시 국민임대 예비입주자 모집공고('25.09.05.),경기도,2025.09.05,2025.10.01,접수마감,25960,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018671&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_1304,2521,국민임대,[정정공고]파주시 국민임대 예비입주자 모집공고('25.09.05.),경기도,2025.09.08,2025.10.01,접수마감,67529,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018703&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_1307,2525,행복주택(신혼희망),화성동탄2 A104블록 신혼희망타운 행복주택 입주자격완화 예비자모집 공고,경기도,2025.09.08,2025.09.18,접수마감,54418,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018669&ccrCnntSysDsCd=03&uppAisTpCd=39&aisTpCd=42
LH_lease_1328,2562,매입임대,[경기남부지역본부] 2025년 경기남부 기존주택 등 매입임대주택 입주자 모집공고,경기도,2025.09.11,2025.10.22,접수마감,79871,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018745&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
